# output_current_1.csv run at 2000-01-01 00:01:00 UTC on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE31,467.654406,-0.843859,171.634736,3.359623,228.718125,1.260028
LINE32,0.000000,4.687457,0.000000,3.184737,0.000000,1.543632
LINE33,0.155783,-0.856074,0.000000,3.935843,0.000000,1.670558
LINE34,0.233675,-0.856073,0.000000,4.395409,0.000000,4.531423
LINE35,0.000000,0.514375,0.404693,3.329519,0.000000,-1.520662
LINE36,467.654406,-0.843859,171.230227,3.359694,228.718125,1.260028
LINE37,0.000000,4.563102,0.000000,3.172159,0.000000,1.512023
LINE38,0.233675,-0.856073,0.000000,4.370006,0.000000,1.653363
LINE39,0.000000,0.706292,0.219209,3.329519,0.000000,-1.469152
LINE40,0.000000,2.897898,0.185484,3.329518,0.000000,1.947145
LINE41,467.654406,-0.843859,171.230227,3.359694,228.718125,1.260028
LINE42,0.000000,3.830159,0.000000,2.129468,0.000000,2.213446
LINE43,0.000000,4.687457,0.000000,3.116661,0.000000,1.522431
LINE44,0.233675,-0.856073,0.000000,3.649056,0.000000,2.529857
LINE45,0.000000,1.422904,0.219209,3.329519,0.000000,-1.529775
LINE46,0.000000,2.538558,0.185484,3.329518,0.000000,1.388659
LINE47,467.654406,-0.843859,171.230227,3.359694,228.718125,1.260028
LINE48,0.000000,4.028066,0.000000,2.130925,0.000000,2.168921
LINE49,0.000000,4.687457,0.000000,2.653013,0.000000,3.116661
LINE50,0.233675,-0.856073,0.000000,3.163256,0.000000,1.573918
LINE51,0.000000,1.455935,0.219209,3.329519,0.000000,4.676774
LINE52,467.654406,-0.843859,171.230227,3.359694,228.718125,1.260028
LINE53,0.000000,3.770565,0.000000,2.676628,0.000000,1.883979
LINE54,0.000000,3.612452,0.000000,2.109033,0.000000,2.061143
LINE55,0.000000,4.365707,0.000000,3.361639,0.000000,3.116661
LINE56,0.233675,-0.856073,0.000000,2.095073,0.000000,4.602098
LINE57,0.000000,0.532958,0.219209,3.329519,0.000000,1.581813
LINE58,467.654406,-0.843859,171.230227,3.359694,228.718125,1.260028
LINE59,0.000000,3.467020,0.000000,1.897281,0.000000,1.772947
LINE60,0.000000,3.720996,0.000000,1.454820,0.000000,1.963551
LINE61,0.000000,4.306951,0.000000,3.281809,0.000000,3.116661
LINE62,0.233675,-0.856073,0.000000,0.000795,0.000000,-1.566432
LINE63,0.000000,2.013178,0.219209,3.329519,0.000000,-1.436400
LINE64,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE65,463.727105,-0.843773,0.000000,0.252852,0.000000,-1.512263
LINE66,0.000000,-1.261026,0.000000,2.065997,0.000000,1.557002
LINE67,0.000000,3.516175,0.000000,0.157948,0.000000,1.988197
LINE68,0.000000,4.522308,0.000000,3.116661,0.000000,4.703081
LINE69,0.233675,-0.856073,0.000000,3.348532,0.000000,1.514157
LINE70,0.000000,2.854661,0.219209,3.329519,0.000000,1.574492
LINE71,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE72,371.313098,-0.843497,0.000000,-0.139101,0.000000,-1.314364
LINE73,92.414077,-0.844879,0.000000,4.097024,0.000000,-1.561655
LINE74,0.000000,4.607746,0.000000,1.368559,0.000000,1.611257
LINE75,0.000000,3.151963,0.000000,0.524918,0.000000,2.075106
LINE76,0.000000,4.464796,0.000000,3.063140,0.000000,4.698524
LINE77,0.000000,1.396202,0.219209,3.329519,0.000000,4.677047
LINE78,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE79,0.000000,3.394901,0.000000,2.635208,0.000000,1.023514
LINE80,0.000000,2.962153,0.000000,0.454407,0.000000,2.060129
LINE81,0.000000,4.522308,0.000000,3.103148,0.000000,4.697005
LINE82,0.000000,0.557186,0.219209,3.329519,0.000000,4.626122
LINE83,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE84,0.000000,2.592429,0.000000,2.223777,0.000000,4.559683
LINE85,0.000000,2.958123,0.000000,0.461745,0.000000,2.083184
LINE86,0.000000,4.551929,0.000000,3.095830,0.000000,4.690582
LINE87,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE88,0.000000,1.585604,0.000000,4.022424,0.000000,-0.680538
LINE89,0.000000,2.957943,0.000000,0.506306,0.000000,2.085560
LINE90,0.000000,4.534808,0.000000,3.071237,0.000000,4.682249
LINE91,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE92,0.000000,3.233136,0.000000,0.261856,0.000000,2.062662
LINE93,0.000000,3.902059,0.000000,3.116661,0.000000,3.116661
LINE94,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE95,0.000000,3.356187,0.000000,0.515724,0.000000,2.332468
LINE96,0.000000,2.653013,0.000000,3.116661,0.000000,4.671833
LINE97,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE98,0.000000,2.982682,0.000000,0.307437,0.000000,3.794939
LINE99,0.000000,3.116661,0.000000,0.000000,0.000000,3.116661
LINE100,3.927506,-0.854022,171.230227,3.359694,228.718125,1.260028
LINE101,0.000000,2.446891,0.000000,0.007748,0.000000,2.458571
LINE102,0.000000,0.000000,0.000000,1.545864,0.000000,0.000000
LINE103,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE104,3.661840,-0.854170,170.546842,3.359824,228.141825,1.260023
LINE105,0.000000,2.591235,0.000000,-0.037601,0.000000,2.344259
LINE106,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE107,3.661840,-0.854170,170.546842,3.359824,228.141825,1.260023
LINE108,0.000000,2.589635,0.000000,0.114230,0.000000,2.342065
LINE109,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE110,3.661840,-0.854170,170.546842,3.359824,228.141825,1.260023
LINE111,0.000000,2.611748,0.000000,0.073895,0.000000,2.283786
LINE112,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE113,3.661840,-0.854170,170.546842,3.359824,228.141825,1.260023
LINE114,0.000000,2.618521,0.000000,0.074295,0.000000,2.286672
LINE115,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE116,0.220144,-0.853338,0.464160,3.330097,0.579697,1.261676
LINE117,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE118,0.000000,2.621166,0.000000,0.069691,0.000000,2.296132
LINE119,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE120,0.000000,3.116661,0.000000,0.379960,0.000000,-0.024932
LINE121,0.220144,-0.853338,0.464160,3.330097,0.579697,1.261676
LINE122,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE123,0.000000,2.620915,0.000000,0.030051,0.000000,2.250288
LINE124,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE125,0.000000,3.179080,0.000000,0.296819,0.000000,-1.564488
LINE126,0.220144,-0.853338,0.464160,3.330097,0.579697,1.261676
LINE127,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE128,0.000000,2.706657,0.000000,0.100785,0.000000,2.272379
LINE129,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE130,0.000000,3.216329,0.000000,0.438716,0.000000,4.703081
LINE131,0.220144,-0.853338,0.000000,1.364335,0.000000,-1.246971
LINE132,0.000000,0.623127,0.464160,3.330097,0.579697,1.261676
LINE133,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE134,0.000000,2.742410,0.000000,0.035179,0.000000,2.292649
LINE135,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE136,0.000000,3.580308,0.000000,0.595318,0.000000,4.671833
LINE137,0.220144,-0.853338,0.000000,1.044791,0.000000,-1.003454
LINE138,0.000000,0.620319,0.464160,3.330097,0.579697,1.261676
LINE139,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE140,0.000000,2.708128,0.000000,0.040620,0.000000,2.323958
LINE141,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE142,0.000000,3.281809,0.000000,0.808049,0.000000,4.656217
LINE143,0.220144,-0.853338,0.000000,1.525773,0.000000,-1.318596
LINE144,0.000000,0.620911,0.464160,3.330097,0.579697,1.261676
LINE145,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE146,0.000000,2.639209,0.000000,0.160182,0.000000,2.218445
LINE147,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE148,0.000000,3.438411,0.000000,0.957862,0.000000,1.582307
LINE149,0.220144,-0.853338,0.000000,1.272716,0.000000,-1.273261
LINE150,0.000000,0.441406,0.000000,-0.007742,0.579697,1.261676
LINE151,0.000000,2.169508,0.464160,3.330097,0.000000,1.530526
LINE152,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE153,0.000000,2.511592,0.000000,-0.148202,0.000000,2.321396
LINE154,0.265666,-0.851984,0.683747,3.327221,0.576301,1.262282
LINE155,0.000000,3.314056,0.000000,1.026718,0.000000,1.582307
LINE156,0.220144,-0.853338,0.000000,0.933523,0.000000,-1.352524
LINE157,0.000000,0.430460,0.000000,-0.016768,0.579697,1.261676
LINE158,0.000000,2.259965,0.464160,3.330097,0.000000,1.529117
LINE159,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE160,0.000000,0.975424,0.000000,3.148598,0.000000,3.172326
LINE161,0.000000,3.179512,0.233575,3.327220,0.000000,4.664765
LINE162,0.265666,-0.851984,0.450173,3.327222,0.576301,1.262282
LINE163,0.000000,3.314056,0.000000,1.545864,0.000000,4.703081
LINE164,0.220144,-0.853338,0.000000,0.938131,0.000000,-1.354246
LINE165,0.000000,0.438863,0.000000,-0.014513,0.579697,1.261676
LINE166,0.000000,2.197910,0.464160,3.330097,0.000000,1.539938
LINE167,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE168,0.000000,-0.830967,0.000000,-0.830967,0.000000,4.308145
LINE169,0.000000,-0.255310,0.233575,3.327220,0.000000,4.620695
LINE170,0.265666,-0.851984,0.450173,3.327222,0.576301,1.262282
LINE171,0.000000,3.361639,0.000000,1.545864,0.000000,-1.548888
LINE172,0.220144,-0.853338,0.000000,0.819331,0.000000,-1.453726
LINE173,0.000000,0.436535,0.000000,-0.126704,0.000000,1.577473
LINE174,0.000000,2.130497,0.000000,0.440530,0.579697,1.261676
LINE175,0.000000,2.071047,0.464160,3.330097,0.000000,1.536493
LINE176,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE177,0.000000,-1.130583,0.233575,3.327220,0.000000,4.700237
LINE178,0.265666,-0.851984,0.450173,3.327222,0.000000,0.301397
LINE179,0.000000,4.095428,0.000000,4.358551,0.576301,1.262282
LINE180,0.000000,3.902059,0.000000,1.545864,0.000000,-1.564488
LINE181,0.220144,-0.853338,0.000000,0.826907,0.000000,-1.423157
LINE182,0.000000,0.369936,0.000000,-0.293261,0.000000,1.653696
LINE183,0.000000,2.180133,0.000000,0.450791,0.579697,1.261676
LINE184,0.000000,2.614695,0.464160,3.330097,0.000000,1.487568
LINE185,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE186,0.265666,-0.851984,0.450173,3.327222,0.000000,0.007154
LINE187,0.000000,4.081156,0.000000,4.341847,0.576301,1.262282
LINE188,0.000000,3.281809,0.000000,1.545864,0.000000,0.000000
LINE189,0.220144,-0.853338,0.000000,0.958872,0.000000,-1.411240
LINE190,0.000000,3.546738,0.000000,-0.290101,0.000000,1.525682
LINE191,0.000000,0.437627,0.000000,-1.491340,0.000000,1.671959
LINE192,0.000000,1.141008,0.000000,0.354017,0.579697,1.261676
LINE193,0.000000,2.663759,0.464160,3.330097,0.000000,1.390973
LINE194,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE195,0.265666,-0.851984,0.450173,3.327222,0.000000,-0.098177
LINE196,0.000000,1.382333,0.000000,4.692452,0.183561,1.262280
LINE197,0.000000,4.145819,0.000000,4.330747,0.392740,1.262282
LINE198,0.000000,3.580308,0.000000,1.082217,0.000000,1.530241
LINE199,0.220144,-0.853338,0.000000,0.947607,0.000000,-1.425244
LINE200,0.000000,2.237267,0.000000,-0.495924,0.000000,1.171923
LINE201,0.000000,-0.554077,0.000000,1.184627,0.000000,1.527265
LINE202,0.000000,2.759651,0.000000,0.385963,0.579697,1.261676
LINE203,0.000000,2.619242,0.464160,3.330097,0.000000,1.377236
LINE204,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE205,0.265666,-0.851984,0.000000,3.713512,0.000000,1.749108
LINE206,0.000000,2.298361,0.450173,3.327222,0.000000,-0.657754
LINE207,0.000000,2.928345,0.000000,3.015208,0.183561,1.262280
LINE208,0.000000,4.050169,0.000000,4.535130,0.392740,1.262282
LINE209,0.000000,2.871682,0.000000,0.618569,0.000000,-0.024932
LINE210,0.220144,-0.853338,0.000000,1.017637,0.000000,-1.286368
LINE211,0.000000,0.400498,0.000000,0.169511,0.000000,1.854168
LINE212,0.000000,2.536859,0.000000,0.475244,0.579697,1.261676
LINE213,0.000000,2.630680,0.464160,3.330097,0.000000,1.435819
LINE214,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE215,0.265666,-0.851984,0.000000,3.205133,0.000000,1.757463
LINE216,0.000000,2.186468,0.450173,3.327222,0.000000,-0.905630
LINE217,0.000000,4.153673,0.000000,3.837421,0.392740,1.262282
LINE218,0.000000,0.000000,0.000000,-0.024932,0.000000,3.116661
LINE219,0.220144,-0.853338,0.000000,1.015252,0.000000,-1.317252
LINE220,0.000000,-0.340799,0.000000,-0.080950,0.000000,1.981765
LINE221,0.000000,2.620198,0.000000,0.521843,0.579697,1.261676
LINE222,0.000000,2.660657,0.464160,3.330097,0.000000,1.441431
LINE223,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE224,0.265666,-0.851984,0.000000,0.559784,0.000000,1.402384
LINE225,0.000000,1.924629,0.450173,3.327222,0.000000,4.389716
LINE226,0.000000,-1.300669,0.000000,3.767361,0.392740,1.262282
LINE227,0.220144,-0.853338,0.000000,0.768907,0.000000,1.062150
LINE228,0.000000,-0.649957,0.000000,-0.649572,0.000000,2.191900
LINE229,0.000000,2.740836,0.000000,0.512617,0.579697,1.261676
LINE230,0.000000,2.682525,0.464160,3.330097,0.000000,1.500722
LINE231,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE232,0.000000,0.302126,0.450173,3.327222,0.000000,1.631523
LINE233,0.000000,1.930474,0.000000,4.505057,0.000000,1.383502
LINE234,0.000000,-1.165340,0.000000,3.864992,0.392740,1.262282
LINE235,0.220144,-0.853338,0.000000,1.155695,0.000000,0.925180
LINE236,0.000000,-0.268294,0.000000,-0.830148,0.000000,1.347115
LINE237,0.000000,3.172768,0.000000,0.567190,0.579697,1.261676
LINE238,0.000000,2.739488,0.464160,3.330097,0.000000,1.560118
LINE239,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE240,0.000000,0.656824,0.450173,3.327222,0.000000,1.641620
LINE241,0.000000,4.386845,0.000000,3.324659,0.392740,1.262282
LINE242,0.220144,-0.853338,0.000000,0.211925,0.000000,1.501364
LINE243,0.000000,-0.907809,0.000000,-1.480756,0.000000,1.216632
LINE244,0.000000,3.627979,0.000000,0.597598,0.579697,1.261676
LINE245,0.000000,2.761156,0.464160,3.330097,0.000000,1.553600
LINE246,3.441697,-0.854223,170.082888,3.359906,227.562129,1.260018
LINE247,0.000000,0.848961,0.242074,3.327222,0.000000,1.895173
LINE248,0.000000,2.838991,0.208099,3.327222,0.000000,1.571835
LINE249,0.000000,-1.181605,0.000000,2.533629,0.392740,1.262282
LINE250,0.220144,-0.853338,0.000000,2.228604,0.000000,-1.568941
LINE251,0.000000,3.555044,0.000000,-0.288844,0.000000,1.460698
LINE252,0.000000,2.745595,0.000000,0.688988,0.579697,1.261676
LINE253,0.000000,2.794668,0.464160,3.330097,0.000000,1.562869
LINE254,0.201243,-0.856142,0.000000,0.064752,0.000000,1.534016
LINE255,3.240454,-0.854104,170.082888,3.359906,227.562129,1.260018
LINE256,0.000000,-0.564787,0.000000,3.990990,0.392740,1.262282
LINE257,0.220144,-0.853338,0.000000,4.461724,0.000000,1.601454
LINE258,0.000000,-1.191142,0.000000,-0.744477,0.000000,2.617552
LINE259,0.000000,2.788005,0.000000,0.626954,0.579697,1.261676
LINE260,0.000000,2.797058,0.464160,3.330097,0.000000,1.564926
LINE261,0.201243,-0.856142,0.000000,0.037702,0.000000,1.535136
LINE262,3.240454,-0.854104,170.082888,3.359906,227.562129,1.260018
LINE263,0.000000,3.227039,0.000000,3.428857,0.392740,1.262282
LINE264,0.220144,-0.853338,0.000000,-0.884149,0.000000,4.699940
LINE265,0.000000,3.808440,0.000000,-0.371438,0.000000,2.316396
LINE266,0.000000,3.060336,0.000000,0.685852,0.579697,1.261676
LINE267,0.000000,2.281327,0.238468,3.330098,0.000000,4.703061
LINE268,0.000000,2.737056,0.225692,3.330097,0.000000,1.671375
LINE269,0.201243,-0.856142,0.000000,-0.005659,0.000000,1.535218
LINE270,0.000000,0.048151,0.000000,3.316201,0.230761,1.259309
LINE271,3.240454,-0.854104,170.082888,3.359906,227.331368,1.260019
LINE272,0.220144,-0.853338,0.000000,0.275470,0.000000,4.278582
LINE273,0.000000,3.261604,0.000000,-1.212239,0.000000,2.352098
LINE274,0.000000,3.299553,0.000000,0.530067,0.579697,1.261676
LINE275,0.000000,2.072457,0.238468,3.330098,0.000000,1.581820
LINE276,0.000000,2.601655,0.225692,3.330097,0.000000,1.624099
LINE277,0.201243,-0.856142,0.000000,0.007443,0.000000,1.537260
LINE278,0.000000,0.063684,0.000000,3.452653,0.230761,1.259309
LINE279,3.240454,-0.854104,170.082888,3.359906,227.331368,1.260019
LINE280,0.220144,-0.853338,0.000000,4.150783,0.000000,4.674183
LINE281,0.000000,3.299629,0.000000,4.552289,0.000000,3.257531
LINE282,0.000000,2.167687,0.000000,0.637449,0.579697,1.261676
LINE283,0.000000,2.828569,0.225692,3.330097,0.000000,1.645735
LINE284,0.201243,-0.856142,0.000000,-0.001888,0.000000,1.546572
LINE285,0.000000,-0.232719,0.000000,3.460184,0.230761,1.259309
LINE286,1.587989,-0.850937,168.530545,3.360113,201.641254,1.260078
LINE287,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE288,0.220144,-0.853338,0.000000,-0.551135,0.000000,1.997533
LINE289,0.000000,-1.028223,0.000000,0.580915,0.000000,-1.530569
LINE290,0.000000,3.466111,0.000000,-0.140592,0.373584,1.261676
LINE291,0.000000,0.042338,0.000000,1.470237,0.206113,1.261674
LINE292,0.000000,2.829685,0.225692,3.330097,0.000000,4.410216
LINE293,0.201243,-0.856142,0.000000,-0.040677,0.000000,1.547953
LINE294,0.000000,-0.209562,0.000000,3.636929,0.230761,1.259309
LINE295,1.587989,-0.850937,168.530545,3.360113,201.641254,1.260078
LINE296,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE297,0.000000,-1.538552,0.000000,-0.146933,0.373584,1.261676
LINE298,0.000000,-0.355557,0.000000,2.156753,0.206113,1.261674
LINE299,0.000000,3.204917,0.225692,3.330097,0.000000,1.713489
LINE300,0.201243,-0.856142,0.000000,0.007534,0.000000,1.546631
LINE301,0.000000,-0.179608,0.000000,3.712029,0.230761,1.259309
LINE302,1.587989,-0.850937,168.530545,3.360113,201.641254,1.260078
LINE303,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE304,0.000000,-0.251073,0.000000,2.639465,0.373584,1.261676
LINE305,0.000000,-0.564829,0.000000,1.816487,0.206113,1.261674
LINE306,0.000000,3.958670,0.225692,3.330097,0.000000,4.704279
LINE307,0.201243,-0.856142,0.000000,-0.125250,0.000000,1.546142
LINE308,0.000000,0.049134,0.000000,3.601936,0.230761,1.259309
LINE309,1.587989,-0.850937,168.530545,3.360113,201.641254,1.260078
LINE310,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE311,0.000000,-0.408503,0.000000,0.980197,0.373584,1.261676
LINE312,0.000000,3.072411,0.000000,1.191568,0.206113,1.261674
LINE313,0.000000,2.255856,0.225692,3.330097,0.000000,-1.402237
LINE314,0.201243,-0.856142,0.000000,-0.142150,0.000000,1.545177
LINE315,0.000000,-0.218509,0.000000,3.479780,0.230761,1.259309
LINE316,0.467871,-0.858033,0.000000,2.609816,0.000000,1.583843
LINE317,1.120135,-0.847973,168.530545,3.360113,201.641254,1.260078
LINE318,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE319,0.000000,3.696030,0.000000,0.298711,0.373584,1.261676
LINE320,0.000000,1.778668,0.000000,0.174798,0.206113,1.261674
LINE321,0.201243,-0.856142,0.000000,-0.147681,0.000000,1.545761
LINE322,0.000000,0.318984,0.000000,3.459329,0.230761,1.259309
LINE323,0.467871,-0.858033,0.000000,2.634738,0.000000,1.586030
LINE324,1.120135,-0.847973,168.530545,3.360113,201.641254,1.260078
LINE325,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE326,0.000000,4.170156,0.000000,2.133641,0.206113,1.261674
LINE327,0.201243,-0.856142,0.000000,-0.127186,0.000000,1.544044
LINE328,0.000000,-0.500523,0.000000,-0.170798,0.230761,1.259309
LINE329,0.467871,-0.858033,0.000000,2.653589,0.000000,1.584197
LINE330,0.000000,4.696096,0.000000,-0.097392,201.391112,1.260111
LINE331,1.120135,-0.847973,168.530545,3.360113,0.250231,1.233311
LINE332,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE333,0.201243,-0.856142,0.000000,-0.010289,0.000000,1.545183
LINE334,0.000000,2.553048,0.000000,1.490215,0.230761,1.259309
LINE335,0.467871,-0.858033,0.000000,2.680085,0.000000,1.587084
LINE336,0.000000,-0.808480,0.000000,0.742755,201.391112,1.260111
LINE337,0.000000,3.830534,0.238358,3.344181,0.000000,1.525676
LINE338,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE339,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE340,0.201243,-0.856142,0.000000,-0.001265,0.000000,1.545168
LINE341,0.000000,0.598203,0.000000,0.598203,0.230761,1.259309
LINE342,0.227251,-0.858034,0.000000,0.302793,0.000000,1.556882
LINE343,0.240620,-0.858033,0.000000,2.711144,0.000000,1.587265
LINE344,0.000000,3.860623,0.238358,3.344181,0.000000,1.526769
LINE345,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE346,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE347,0.201243,-0.856142,0.000000,-0.039834,0.000000,1.541275
LINE348,0.227251,-0.858034,0.000000,2.828264,0.000000,1.490699
LINE349,0.240620,-0.858033,0.000000,2.672641,0.000000,1.598833
LINE350,0.000000,3.648776,0.238358,3.344181,0.000000,1.525709
LINE351,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE352,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE353,0.201243,-0.856142,0.000000,0.110110,0.000000,1.541557
LINE354,0.240620,-0.858033,0.000000,2.390916,0.000000,1.602260
LINE355,0.000000,3.456510,0.238358,3.344181,0.000000,1.515694
LINE356,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE357,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE358,0.201243,-0.856142,0.000000,0.243771,0.000000,1.552838
LINE359,0.240620,-0.858033,0.000000,2.628211,0.000000,2.111769
LINE360,0.000000,3.336041,0.238358,3.344181,0.000000,1.484685
LINE361,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE362,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE363,0.201243,-0.856142,0.000000,0.419391,0.000000,1.583877
LINE364,0.240620,-0.858033,0.000000,2.733726,0.000000,-0.347471
LINE365,0.000000,3.677267,0.238358,3.344181,0.000000,1.479241
LINE366,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE367,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE368,0.201243,-0.856142,0.000000,-0.884813,0.000000,1.595251
LINE369,0.240620,-0.858033,0.000000,2.726095,0.000000,1.459534
LINE370,0.000000,4.411064,0.238358,3.344181,0.000000,1.469677
LINE371,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE372,1.652481,-0.857147,1.552741,3.337349,25.690117,1.259561
LINE373,0.201243,-0.856142,0.000000,0.563154,0.000000,1.902780
LINE374,0.240620,-0.858033,0.000000,3.035966,0.000000,4.511364
LINE375,0.000000,3.365929,0.238358,3.344181,0.000000,1.673676
LINE376,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE377,1.652481,-0.857147,1.552741,3.337349,1.449280,1.259001
LINE378,0.000000,1.173264,0.000000,-1.072994,24.240837,1.259594
LINE379,0.201243,-0.856142,0.000000,0.871030,0.000000,4.595349
LINE380,0.240620,-0.858033,0.000000,-0.216479,0.000000,-1.570470
LINE381,0.000000,3.257055,0.238358,3.344181,0.000000,2.462921
LINE382,1.120135,-0.847973,168.292217,3.360136,0.250231,1.233311
LINE383,1.652481,-0.857147,1.552741,3.337349,1.449280,1.259001
LINE384,0.000000,0.471346,0.000000,3.493796,24.240837,1.259594
LINE385,0.000000,2.417081,0.000000,-0.373468,0.000000,4.691456
