# output_voltage_1.csv run at 2000-01-01 00:01:00 UTC on 963 nodes
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
Bus44,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus45,243.253979,-0.538514,250.198894,3.651017,250.250433,1.568303
Bus46,239.417888,-0.536275,249.703450,3.647078,249.702972,1.572930
Bus47,239.417901,-0.536275,249.702298,3.647079,249.702975,1.572930
Bus48,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus49,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus50,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus51,243.253915,-0.538514,250.198894,3.651017,250.250433,1.568303
Bus52,239.417889,-0.536275,249.703402,3.647078,249.702972,1.572930
Bus53,233.819407,-0.532882,249.000607,3.641293,248.913778,1.579726
Bus54,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus55,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus56,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus57,243.253861,-0.538514,250.198894,3.651017,250.250434,1.568303
Bus58,239.417889,-0.536275,249.703357,3.647078,249.702972,1.572930
Bus59,232.983828,-0.532361,248.895978,3.640428,248.796947,1.580744
Bus60,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus61,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus62,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus63,243.253598,-0.538513,250.198895,3.651017,250.250437,1.568303
Bus64,239.417889,-0.536275,249.703330,3.647078,249.702972,1.572930
Bus65,233.016963,-0.532448,248.853033,3.640608,248.704972,1.580706
Bus66,228.630014,-0.527777,248.910424,3.640178,248.845058,1.580912
Bus67,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus68,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus69,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus70,243.252670,-0.538512,250.198898,3.651017,250.250447,1.568303
Bus71,239.417890,-0.536275,249.703276,3.647078,249.702972,1.572930
Bus72,233.408568,-0.533470,248.346272,3.642750,247.618346,1.580259
Bus73,226.927229,-0.525937,248.916089,3.640080,248.863885,1.580978
Bus74,228.206290,-0.527319,248.911826,3.640153,248.849749,1.580929
Bus75,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus76,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus77,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus78,239.417893,-0.536275,249.703007,3.647078,249.702973,1.572930
Bus79,233.545129,-0.533825,248.169897,3.643499,247.239588,1.580103
Bus80,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus81,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus82,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus83,239.417904,-0.536275,249.701990,3.647079,249.702976,1.572930
Bus84,233.574935,-0.533902,248.131424,3.643662,247.156931,1.580069
Bus85,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus86,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus87,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus88,233.635381,-0.534059,248.053429,3.643994,246.989318,1.579999
Bus89,234.003881,-0.532996,249.023730,3.641485,248.939605,1.579501
Bus90,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus91,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus92,233.692389,-0.534207,247.979900,3.644307,246.831251,1.579933
Bus93,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus94,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus95,233.725527,-0.534293,247.937174,3.644489,246.739377,1.579895
Bus96,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus97,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus98,233.747413,-0.534350,247.908961,3.644609,246.678702,1.579870
Bus99,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus100,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus101,233.777633,-0.534429,247.870012,3.644775,246.594926,1.579835
Bus102,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus103,244.845657,-0.539424,250.403466,3.652644,250.477664,1.566395
Bus104,233.777634,-0.534429,247.869987,3.644775,246.594904,1.579835
Bus105,233.797580,-0.534480,247.844424,3.644885,246.539725,1.579812
Bus106,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus107,233.777634,-0.534429,247.869957,3.644775,246.594877,1.579835
Bus108,233.808892,-0.534510,247.829915,3.644947,246.508424,1.579799
Bus109,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus110,233.777635,-0.534429,247.869922,3.644775,246.594846,1.579835
Bus111,234.255366,-0.535665,247.258201,3.647402,245.273379,1.579283
Bus112,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus113,233.777636,-0.534429,247.869869,3.644775,246.594798,1.579835
Bus114,234.300110,-0.535781,247.201010,3.647649,245.149658,1.579231
Bus115,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus116,233.777638,-0.534429,247.869800,3.644775,246.594737,1.579835
Bus117,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus118,234.440456,-0.536146,247.026302,3.648346,244.766279,1.578966
Bus119,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus120,233.777639,-0.534429,247.869751,3.644775,246.594693,1.579834
Bus121,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus122,234.300107,-0.535781,247.200931,3.647649,245.149520,1.579231
Bus123,234.693630,-0.536803,246.711544,3.649607,244.074948,1.578487
Bus124,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus125,233.777641,-0.534429,247.869681,3.644775,246.594631,1.579834
Bus126,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus127,234.300102,-0.535781,247.200810,3.647649,245.149308,1.579230
Bus128,234.807515,-0.537099,246.570125,3.650175,243.764075,1.578270
Bus129,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus130,233.777642,-0.534429,247.869606,3.644775,246.594563,1.579834
Bus131,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus132,234.299146,-0.535780,247.200813,3.647649,245.149318,1.579230
Bus133,234.300370,-0.535782,247.200437,3.647650,245.148616,1.579229
Bus134,234.841403,-0.537186,246.528065,3.650344,243.671584,1.578206
Bus135,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus136,233.777644,-0.534429,247.869535,3.644775,246.594500,1.579834
Bus137,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus138,234.299064,-0.535780,247.200814,3.647649,245.149319,1.579230
Bus139,234.300569,-0.535782,247.200159,3.647650,245.148102,1.579228
Bus140,234.879658,-0.537285,246.480595,3.650535,243.567181,1.578133
Bus141,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus142,233.777647,-0.534429,247.869418,3.644775,246.594396,1.579834
Bus143,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus144,234.298983,-0.535780,247.200814,3.647649,245.149320,1.579230
Bus145,234.300703,-0.535783,247.199973,3.647650,245.147758,1.579228
Bus146,234.915638,-0.537378,246.435959,3.650715,243.468993,1.578064
Bus147,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus148,233.777659,-0.534429,247.868863,3.644776,246.593900,1.579833
Bus149,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus150,234.298918,-0.535780,247.200814,3.647649,245.149321,1.579230
Bus151,234.300744,-0.535783,247.200085,3.647651,245.147386,1.579227
Bus152,234.300733,-0.535782,247.197268,3.647653,245.147765,1.579227
Bus153,234.957622,-0.537487,246.383887,3.650925,243.354428,1.577984
Bus154,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus155,233.777662,-0.534429,247.868742,3.644776,246.593792,1.579832
Bus156,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus157,234.298820,-0.535780,247.200814,3.647649,245.149322,1.579230
Bus158,234.300854,-0.535785,247.200380,3.647652,245.146402,1.579227
Bus159,234.300735,-0.535782,247.197103,3.647653,245.147765,1.579227
Bus160,234.969704,-0.537518,246.368906,3.650985,243.321463,1.577961
Bus161,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus162,233.777696,-0.534429,247.865626,3.644779,246.593800,1.579832
Bus163,233.777604,-0.534430,247.868505,3.644776,246.593364,1.579832
Bus164,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus165,234.298702,-0.535780,247.200815,3.647649,245.149323,1.579230
Bus166,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus167,234.300736,-0.535782,247.196953,3.647653,245.147766,1.579227
Bus168,235.038344,-0.537696,246.283811,3.651328,243.134185,1.577830
Bus169,236.976956,-0.534816,249.397597,3.644559,249.357514,1.575888
Bus170,233.777703,-0.534429,247.865038,3.644779,246.593802,1.579832
Bus171,233.777526,-0.534430,247.868192,3.644776,246.592795,1.579831
Bus172,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus173,234.298613,-0.535780,247.200815,3.647649,245.149324,1.579230
Bus174,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus175,234.300901,-0.535786,247.200513,3.647653,245.143291,1.579230
Bus176,234.300737,-0.535782,247.196890,3.647653,245.147766,1.579227
Bus177,235.077116,-0.537796,246.235762,3.651522,243.028411,1.577755
Bus178,233.777716,-0.534429,247.863824,3.644780,246.593805,1.579832
Bus179,233.777499,-0.534430,247.868102,3.644776,246.592821,1.579831
Bus180,233.777531,-0.534431,247.868208,3.644776,246.591209,1.579832
Bus181,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus182,234.298510,-0.535780,247.200815,3.647649,245.149325,1.579230
Bus183,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus184,234.300902,-0.535786,247.200516,3.647653,245.142992,1.579230
Bus185,234.300738,-0.535782,247.196756,3.647654,245.147766,1.579227
Bus186,235.105899,-0.537870,246.200100,3.651666,242.949893,1.577700
Bus187,233.777395,-0.534430,247.867750,3.644775,246.592925,1.579830
Bus188,233.777553,-0.534431,247.868278,3.644776,246.584647,1.579839
Bus189,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus190,234.298413,-0.535780,247.200816,3.647649,245.149326,1.579230
Bus191,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus192,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus193,234.300903,-0.535786,247.200519,3.647653,245.142703,1.579230
Bus194,234.300742,-0.535782,247.196412,3.647654,245.147767,1.579227
Bus195,235.131777,-0.537937,246.168043,3.651795,242.879302,1.577651
Bus196,233.777207,-0.534429,247.867122,3.644774,246.593110,1.579830
Bus197,233.777554,-0.534431,247.868283,3.644776,246.584238,1.579839
Bus198,233.777555,-0.534431,247.868284,3.644776,246.584141,1.579840
Bus199,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus200,234.298309,-0.535779,247.200816,3.647649,245.149328,1.579230
Bus201,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus202,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus203,234.300904,-0.535786,247.200521,3.647653,245.142472,1.579231
Bus204,234.300744,-0.535782,247.196211,3.647654,245.147768,1.579227
Bus205,235.163927,-0.538020,246.128224,3.651956,242.791610,1.577589
Bus206,233.776228,-0.534428,247.867125,3.644774,246.593121,1.579830
Bus207,233.777261,-0.534429,247.866950,3.644774,246.593125,1.579829
Bus208,233.777558,-0.534431,247.868294,3.644776,246.583205,1.579840
Bus209,233.777555,-0.534431,247.868284,3.644776,246.584070,1.579840
Bus210,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus211,234.298149,-0.535779,247.200816,3.647649,245.149329,1.579230
Bus212,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus213,234.300905,-0.535786,247.200523,3.647653,245.142288,1.579231
Bus214,234.300746,-0.535782,247.196070,3.647654,245.147768,1.579227
Bus215,235.223258,-0.538173,246.054762,3.652253,242.629789,1.577475
Bus216,233.773020,-0.534425,247.867135,3.644774,246.593156,1.579830
Bus217,233.777358,-0.534429,247.866638,3.644774,246.593154,1.579829
Bus218,233.777555,-0.534431,247.868285,3.644776,246.584012,1.579840
Bus219,234.300108,-0.535781,247.200957,3.647649,245.149565,1.579231
Bus220,234.297713,-0.535779,247.200818,3.647649,245.149334,1.579230
Bus221,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus222,234.300906,-0.535786,247.200527,3.647653,245.141898,1.579231
Bus223,234.300749,-0.535782,247.195799,3.647655,245.147769,1.579227
Bus224,235.274990,-0.538307,245.990732,3.652512,242.488710,1.577376
Bus225,233.771637,-0.534423,247.867140,3.644774,246.593172,1.579830
Bus226,233.777392,-0.534428,247.866527,3.644774,246.593164,1.579829
Bus227,233.777555,-0.534431,247.868286,3.644776,246.583966,1.579840
Bus228,234.297676,-0.535779,247.200818,3.647649,245.149335,1.579230
Bus229,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus230,234.300907,-0.535786,247.200531,3.647653,245.141591,1.579231
Bus231,234.300750,-0.535782,247.195664,3.647655,245.147769,1.579227
Bus232,235.310182,-0.538397,245.947185,3.652689,242.392743,1.577308
Bus233,233.777460,-0.534428,247.860445,3.644780,246.593179,1.579828
Bus234,233.777392,-0.534428,247.866527,3.644774,246.593164,1.579829
Bus235,233.777555,-0.534431,247.868286,3.644776,246.583896,1.579840
Bus236,234.297659,-0.535779,247.200818,3.647649,245.149335,1.579230
Bus237,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus238,234.300908,-0.535786,247.200533,3.647653,245.141378,1.579232
Bus239,234.300751,-0.535782,247.195568,3.647655,245.147769,1.579227
Bus240,235.333302,-0.538457,245.918583,3.652805,242.329702,1.577264
Bus241,233.777469,-0.534428,247.859562,3.644781,246.593182,1.579828
Bus242,233.777556,-0.534431,247.868287,3.644776,246.583814,1.579840
Bus243,234.297641,-0.535779,247.200818,3.647649,245.149335,1.579230
Bus244,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus245,234.300908,-0.535786,247.200535,3.647653,245.141166,1.579232
Bus246,234.300763,-0.535782,247.194472,3.647656,245.147772,1.579227
Bus247,235.383062,-0.538585,245.857037,3.653054,242.194027,1.577168
Bus248,233.777485,-0.534428,247.858104,3.644782,246.593185,1.579828
Bus249,233.777483,-0.534428,247.858309,3.644782,246.593185,1.579828
Bus250,233.777556,-0.534431,247.868289,3.644776,246.583687,1.579840
Bus251,234.297623,-0.535779,247.200818,3.647649,245.149335,1.579230
Bus252,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus253,234.300909,-0.535786,247.200539,3.647653,245.140855,1.579232
Bus254,234.300767,-0.535782,247.194149,3.647656,245.147773,1.579227
Bus255,235.382020,-0.538584,245.857040,3.653054,242.194039,1.577168
Bus256,235.416095,-0.538670,245.816290,3.653219,242.104173,1.577104
Bus257,233.777558,-0.534431,247.868293,3.644776,246.583224,1.579840
Bus258,234.297604,-0.535779,247.200818,3.647649,245.149335,1.579230
Bus259,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus260,234.300913,-0.535786,247.200551,3.647653,245.139687,1.579233
Bus261,234.300768,-0.535782,247.194076,3.647656,245.147773,1.579227
Bus262,235.381875,-0.538584,245.857041,3.653054,242.194040,1.577168
Bus263,235.539980,-0.538988,245.663554,3.653840,241.767242,1.576865
Bus264,233.777565,-0.534431,247.868317,3.644776,246.580972,1.579843
Bus265,234.297563,-0.535779,247.200818,3.647649,245.149336,1.579230
Bus266,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus267,234.300914,-0.535786,247.200554,3.647653,245.139415,1.579234
Bus268,234.300778,-0.535782,247.193140,3.647657,245.147776,1.579227
Bus269,234.300768,-0.535782,247.194046,3.647656,245.147773,1.579227
Bus270,235.381809,-0.538584,245.857041,3.653054,242.194041,1.577168
Bus271,235.539983,-0.538988,245.663566,3.653840,241.766127,1.576866
Bus272,235.581585,-0.539095,245.612229,3.654049,241.654193,1.576785
Bus273,234.297521,-0.535779,247.200818,3.647649,245.149336,1.579230
Bus274,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus275,234.300915,-0.535786,247.200555,3.647653,245.139290,1.579234
Bus276,234.300788,-0.535782,247.192212,3.647658,245.147778,1.579227
Bus277,234.300769,-0.535782,247.194010,3.647656,245.147773,1.579227
Bus278,235.381730,-0.538584,245.857041,3.653054,242.194042,1.577168
Bus279,235.539984,-0.538988,245.663567,3.653840,241.766046,1.576866
Bus280,235.732428,-0.539481,245.426265,3.654805,241.244402,1.576492
Bus281,234.297362,-0.535778,247.200819,3.647649,245.149338,1.579231
Bus282,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus283,234.300915,-0.535786,247.200556,3.647653,245.139208,1.579234
Bus284,234.300769,-0.535782,247.193978,3.647656,245.147773,1.579227
Bus285,235.381609,-0.538583,245.857042,3.653054,242.194043,1.577168
Bus286,235.539984,-0.538988,245.663568,3.653840,241.765979,1.576867
Bus287,235.840204,-0.539694,245.277030,3.655371,240.978760,1.576323
Bus288,235.733168,-0.539501,245.429527,3.654819,241.232981,1.576500
Bus289,234.296514,-0.535778,247.200821,3.647649,245.149348,1.579231
Bus290,234.300892,-0.535786,247.200483,3.647652,245.146060,1.579227
Bus291,234.300916,-0.535786,247.200560,3.647653,245.138836,1.579234
Bus292,234.300915,-0.535786,247.200556,3.647653,245.139182,1.579234
Bus293,234.300769,-0.535782,247.193945,3.647656,245.147774,1.579227
Bus294,235.381501,-0.538583,245.857042,3.653054,242.194045,1.577168
Bus295,235.539984,-0.538988,245.663569,3.653840,241.765885,1.576867
Bus296,235.889814,-0.539792,245.208366,3.655632,240.856494,1.576246
Bus297,235.736273,-0.539588,245.443199,3.654878,241.185118,1.576533
Bus298,234.300917,-0.535786,247.200562,3.647653,245.138665,1.579234
Bus299,234.300915,-0.535786,247.200557,3.647653,245.139164,1.579234
Bus300,234.300770,-0.535782,247.193910,3.647656,245.147774,1.579227
Bus301,235.381417,-0.538583,245.857042,3.653054,242.194046,1.577168
Bus302,235.539986,-0.538988,245.663573,3.653840,241.765458,1.576867
Bus303,236.213959,-0.540431,244.760223,3.657339,240.057802,1.575735
Bus304,235.736958,-0.539607,245.446217,3.654891,241.174552,1.576541
Bus305,234.300918,-0.535786,247.200565,3.647653,245.138376,1.579235
Bus306,234.300915,-0.535786,247.200557,3.647653,245.139144,1.579234
Bus307,234.300772,-0.535782,247.193707,3.647657,245.147774,1.579227
Bus308,235.381312,-0.538583,245.857043,3.653054,242.194047,1.577168
Bus309,235.539986,-0.538988,245.663574,3.653840,241.765376,1.576867
Bus310,236.238174,-0.540479,244.726779,3.657466,239.998149,1.575697
Bus311,235.737186,-0.539613,245.447220,3.654896,241.171042,1.576543
Bus312,234.300919,-0.535786,247.200571,3.647653,245.137821,1.579235
Bus313,234.300915,-0.535786,247.200557,3.647653,245.139104,1.579234
Bus314,234.300781,-0.535782,247.192845,3.647658,245.147776,1.579227
Bus315,235.381204,-0.538583,245.857043,3.653054,242.194048,1.577168
Bus316,235.539986,-0.538988,245.663575,3.653840,241.765315,1.576867
Bus317,236.237829,-0.540479,244.726780,3.657466,239.998153,1.575697
Bus318,236.684588,-0.541354,244.114637,3.659817,238.904612,1.574990
Bus319,235.737305,-0.539616,245.447743,3.654898,241.169209,1.576544
Bus320,234.300925,-0.535786,247.200588,3.647653,245.136188,1.579237
Bus321,234.300916,-0.535786,247.200559,3.647653,245.138951,1.579234
Bus322,235.381076,-0.538583,245.857043,3.653054,242.194049,1.577168
Bus323,235.539986,-0.538988,245.663576,3.653840,241.765245,1.576867
Bus324,236.236053,-0.540477,244.726785,3.657466,239.998173,1.575697
Bus325,236.898886,-0.541773,243.821352,3.660950,238.379866,1.574648
Bus326,235.737406,-0.539619,245.448191,3.654900,241.167641,1.576545
Bus327,234.300917,-0.535786,247.200564,3.647653,245.138429,1.579235
Bus328,235.381003,-0.538583,245.857043,3.653054,242.194050,1.577168
Bus329,235.539986,-0.538988,245.663576,3.653840,241.765176,1.576867
Bus330,236.235432,-0.540476,244.726786,3.657466,239.998180,1.575697
Bus331,236.905909,-0.541899,243.843975,3.661035,236.289721,1.576806
Bus332,237.190963,-0.540540,242.893850,3.661737,238.475559,1.572954
Bus333,235.737522,-0.539622,245.448701,3.654902,241.165857,1.576547
Bus334,235.380674,-0.538583,245.857044,3.653054,242.194054,1.577168
Bus335,235.539988,-0.538988,245.663583,3.653840,241.764566,1.576868
Bus336,236.234083,-0.540475,244.726790,3.657466,239.998195,1.575697
Bus337,236.908691,-0.541948,243.852935,3.661068,235.462228,1.577671
Bus338,237.190983,-0.540540,242.892007,3.661739,238.475564,1.572954
Bus339,237.244013,-0.540317,242.725517,3.661881,238.493003,1.572647
Bus340,235.737613,-0.539625,245.449102,3.654904,241.164452,1.576548
Bus341,235.380546,-0.538582,245.857045,3.653054,242.194055,1.577168
Bus342,235.539993,-0.538988,245.663596,3.653840,241.763319,1.576869
Bus343,236.233545,-0.540474,244.726792,3.657466,239.998201,1.575697
Bus344,236.233815,-0.540475,244.726791,3.657466,239.998198,1.575697
Bus345,237.190993,-0.540540,242.891081,3.661740,238.475567,1.572954
Bus346,237.289471,-0.540125,242.581308,3.662004,238.507965,1.572384
Bus347,235.737690,-0.539627,245.449439,3.654905,241.163273,1.576549
Bus348,235.380502,-0.538582,245.857045,3.653054,242.194056,1.577168
Bus349,236.232741,-0.540474,244.726794,3.657466,239.998210,1.575697
Bus350,236.233778,-0.540475,244.726791,3.657466,239.998198,1.575697
Bus351,237.190994,-0.540540,242.890994,3.661740,238.475567,1.572954
Bus352,237.321451,-0.539991,242.479873,3.662091,238.518500,1.572199
Bus353,235.737759,-0.539629,245.449743,3.654906,241.162210,1.576549
Bus354,235.380468,-0.538582,245.857045,3.653054,242.194056,1.577168
Bus355,236.233737,-0.540475,244.726791,3.657466,239.998199,1.575697
Bus356,237.190994,-0.540540,242.890959,3.661740,238.475567,1.572954
Bus357,237.361866,-0.539821,242.351711,3.662200,238.531822,1.571965
Bus358,235.737816,-0.539630,245.449994,3.654908,241.161330,1.576550
Bus359,235.380444,-0.538582,245.857045,3.653054,242.194056,1.577168
Bus360,236.233702,-0.540475,244.726791,3.657466,239.998199,1.575697
Bus361,237.190994,-0.540540,242.890934,3.661740,238.475567,1.572954
Bus362,237.387192,-0.539715,242.271407,3.662269,238.540176,1.571819
Bus363,235.737882,-0.539632,245.450286,3.654909,241.160309,1.576551
Bus364,235.380431,-0.538582,245.857045,3.653054,242.194057,1.577168
Bus365,236.233664,-0.540474,244.726791,3.657466,239.998199,1.575697
Bus366,237.190995,-0.540540,242.890908,3.661740,238.475567,1.572954
Bus367,237.426089,-0.539551,242.148093,3.662375,238.553015,1.571594
Bus368,235.737955,-0.539634,245.450606,3.654910,241.159188,1.576551
Bus369,235.380413,-0.538582,245.857045,3.653054,242.194057,1.577168
Bus370,236.233610,-0.540474,244.726792,3.657466,239.998200,1.575697
Bus371,237.190995,-0.540540,242.890878,3.661740,238.475567,1.572954
Bus372,237.464872,-0.539388,242.025167,3.662480,238.565826,1.571370
Bus373,235.738352,-0.539645,245.452353,3.654918,241.153071,1.576556
Bus374,235.380382,-0.538582,245.857045,3.653054,242.194057,1.577168
Bus375,236.233545,-0.540474,244.726792,3.657466,239.998201,1.575697
Bus376,237.190995,-0.540540,242.890839,3.661740,238.475568,1.572954
Bus377,237.508394,-0.539206,241.887243,3.662599,238.580215,1.571118
Bus378,235.736550,-0.539644,245.450666,3.654918,241.151704,1.576556
Bus379,235.738481,-0.539648,245.452772,3.654919,241.114203,1.576595
Bus380,235.380246,-0.538582,245.857046,3.653054,242.194059,1.577168
Bus381,236.233140,-0.540474,244.726793,3.657466,239.998205,1.575697
Bus382,237.190996,-0.540540,242.890805,3.661740,238.475568,1.572954
Bus383,237.539893,-0.539074,241.787439,3.662684,238.590636,1.570936
