# output_current_1.csv run at 2000-01-01 00:01:00 UTC on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
LINE34,0.230565,-0.853048,0.000000,4.208471,0.000000,1.617913
LINE35,0.000000,0.111324,0.404673,3.337208,0.000000,-1.554651
LINE36,315.655123,-0.848003,170.863783,3.373611,256.793873,1.254381
LINE37,0.000000,-0.588248,0.000000,3.829018,0.000000,3.116661
LINE38,0.230565,-0.853048,0.000000,3.661331,0.000000,1.522239
LINE39,0.000000,0.146175,0.219198,3.337208,0.000000,-1.545885
LINE40,0.000000,0.641182,0.185475,3.337208,0.000000,4.666949
LINE41,315.655123,-0.848003,170.863783,3.373611,256.793873,1.254381
LINE42,0.000000,0.605933,0.000000,3.556164,0.000000,2.346407
LINE43,0.000000,-0.719670,0.000000,4.012716,0.000000,4.625038
LINE44,0.230565,-0.853048,0.000000,3.481244,0.000000,1.521656
LINE45,0.000000,0.309859,0.219198,3.337208,0.000000,-1.568227
LINE46,0.000000,-1.425375,0.185475,3.337208,0.000000,1.482205
LINE47,315.655123,-0.848003,170.863783,3.373611,256.793873,1.254381
LINE48,0.000000,0.377220,0.000000,3.546698,0.000000,2.051628
LINE49,0.000000,-0.405438,0.000000,4.223809,0.000000,4.601730
LINE50,0.230565,-0.853048,0.000000,2.869782,0.000000,1.567573
LINE51,0.000000,0.614083,0.219198,3.337208,0.000000,-1.560639
LINE52,315.655123,-0.848003,170.863783,3.373611,256.793873,1.254381
LINE53,0.000000,-0.180960,0.000000,3.629551,0.000000,0.072950
LINE54,0.000000,0.211351,0.000000,3.529271,0.000000,3.039567
LINE55,0.000000,-0.419723,0.000000,3.902059,0.000000,1.600497
LINE56,0.230565,-0.853048,0.000000,2.576705,0.000000,1.601069
LINE57,0.000000,0.066265,0.219198,3.337208,0.000000,-1.544045
LINE58,315.655123,-0.848003,170.863783,3.373611,256.793873,1.254381
LINE59,0.000000,0.127656,0.000000,3.383684,0.000000,-1.256581
LINE60,0.000000,0.162507,0.000000,3.599323,0.000000,2.600144
LINE61,0.000000,-0.668433,0.000000,4.168311,0.000000,1.589587
LINE62,0.230565,-0.853048,0.000000,0.247950,0.000000,4.613686
LINE63,0.000000,0.559753,0.219198,3.337208,0.000000,-1.441372
LINE64,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE65,311.846961,-0.847887,0.000000,2.651331,0.000000,-1.460759
LINE66,0.000000,0.229064,0.000000,4.336681,0.000000,-1.346065
LINE67,0.000000,0.488113,0.000000,3.505429,0.000000,2.648815
LINE68,0.000000,-0.869086,0.000000,3.902059,0.000000,1.590106
LINE69,0.230565,-0.853048,0.000000,-1.074884,0.000000,1.665255
LINE70,0.000000,3.408694,0.219198,3.337208,0.000000,4.700177
LINE71,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE72,222.862654,-0.847704,0.000000,-0.004455,0.000000,-1.439260
LINE73,88.984319,-0.848343,0.000000,3.606715,0.000000,1.554339
LINE74,0.000000,0.241216,0.000000,3.817836,0.000000,-0.579872
LINE75,0.000000,1.190828,0.000000,3.508014,0.000000,2.807299
LINE76,0.000000,-1.100177,0.000000,3.685185,0.000000,1.590886
LINE77,0.000000,3.386300,0.219198,3.337208,0.000000,1.555631
LINE78,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE79,0.000000,0.285183,0.000000,3.564090,0.000000,-0.842724
LINE80,0.000000,1.124117,0.000000,3.513183,0.000000,2.784426
LINE81,0.000000,-1.149623,0.000000,3.690101,0.000000,1.590177
LINE82,0.000000,3.488709,0.219198,3.337208,0.000000,-0.490686
LINE83,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE84,0.000000,0.241243,0.000000,-0.433959,0.000000,-1.526379
LINE85,0.000000,1.183873,0.000000,3.518185,0.000000,2.781817
LINE86,0.000000,-1.024391,0.000000,3.804332,0.000000,1.588452
LINE87,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE88,0.000000,0.476228,0.000000,0.476228,0.000000,4.230890
LINE89,0.000000,1.135161,0.000000,3.521828,0.000000,2.816202
LINE90,0.000000,-0.869086,0.000000,3.760162,0.000000,1.597381
LINE91,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE92,0.000000,1.160511,0.000000,3.667481,0.000000,2.674345
LINE93,0.000000,-0.810330,0.000000,3.902059,0.000000,1.565393
LINE94,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE95,0.000000,1.770309,0.000000,3.936925,0.000000,3.333672
LINE96,0.000000,3.116661,0.000000,3.902059,0.000000,-1.564488
LINE97,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE98,0.000000,1.811632,0.000000,3.776713,0.000000,4.011858
LINE99,0.000000,1.545864,0.000000,-0.024932,0.000000,3.116661
LINE100,3.808337,-0.857527,170.863783,3.373611,256.793873,1.254381
LINE101,0.000000,0.685742,0.000000,3.686008,0.000000,3.071520
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,3.116661
LINE103,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE104,3.550793,-0.857763,170.180430,3.373746,256.208405,1.254378
LINE105,0.000000,0.486899,0.000000,3.654823,0.000000,2.408013
LINE106,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE107,3.550793,-0.857763,170.180430,3.373746,256.208405,1.254378
LINE108,0.000000,0.294226,0.000000,3.574220,0.000000,3.904852
LINE109,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE110,3.550793,-0.857763,170.180430,3.373746,256.208405,1.254378
LINE111,0.000000,0.360738,0.000000,3.648607,0.000000,3.992081
LINE112,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE113,3.550793,-0.857763,170.180430,3.373746,256.208405,1.254378
LINE114,0.000000,0.354353,0.000000,3.651185,0.000000,3.948248
LINE115,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE116,0.213419,-0.855916,0.464013,3.343125,0.589422,1.254889
LINE117,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE118,0.000000,0.336816,0.000000,3.652529,0.000000,4.115587
LINE119,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE120,0.000000,3.281809,0.000000,3.438411,0.000000,-1.553672
LINE121,0.213419,-0.855916,0.464013,3.343125,0.589422,1.254889
LINE122,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE123,0.000000,0.340498,0.000000,3.635973,0.000000,4.004736
LINE124,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE125,0.000000,3.116661,0.000000,3.760162,0.000000,-1.559345
LINE126,0.213419,-0.855916,0.464013,3.343125,0.589422,1.254889
LINE127,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE128,0.000000,0.245999,0.000000,3.590378,0.000000,4.555483
LINE129,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE130,0.000000,3.281809,0.000000,4.687457,0.000000,-1.566765
LINE131,0.213419,-0.855916,0.000000,3.459192,0.000000,4.480303
LINE132,0.000000,3.554870,0.464013,3.343125,0.589422,1.254889
LINE133,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE134,0.000000,0.286581,0.000000,3.594359,0.000000,4.425424
LINE135,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE136,0.000000,3.419546,0.000000,3.116661,0.000000,4.708761
LINE137,0.213419,-0.855916,0.000000,3.431897,0.000000,4.512021
LINE138,0.000000,3.547741,0.464013,3.343125,0.589422,1.254889
LINE139,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE140,0.000000,0.221737,0.000000,3.606168,0.000000,4.455728
LINE141,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE142,0.000000,3.387608,0.000000,0.000000,0.000000,-1.567327
LINE143,0.213419,-0.855916,0.000000,3.433642,0.000000,4.538016
LINE144,0.000000,3.547306,0.464013,3.343125,0.589422,1.254889
LINE145,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE146,0.000000,0.452759,0.000000,3.662092,0.000000,3.503632
LINE147,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE148,0.000000,3.361639,0.000000,3.580308,0.000000,-1.570099
LINE149,0.213419,-0.855916,0.000000,3.394009,0.000000,4.556002
LINE150,0.000000,3.474488,0.000000,1.418672,0.589422,1.254889
LINE151,0.000000,-0.554921,0.464013,3.343125,0.000000,1.588307
LINE152,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE153,0.000000,0.753225,0.000000,3.826224,0.000000,1.932637
LINE154,0.257546,-0.854271,0.683739,3.340054,0.585469,1.255316
LINE155,0.000000,3.475431,0.000000,3.902059,0.000000,4.708287
LINE156,0.213419,-0.855916,0.000000,3.324217,0.000000,4.554699
LINE157,0.000000,3.476011,0.000000,1.408420,0.589422,1.254889
LINE158,0.000000,-0.599825,0.464013,3.343125,0.000000,1.590580
LINE159,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE160,0.000000,0.268330,0.000000,2.982538,0.000000,4.007058
LINE161,0.000000,0.018987,0.233572,3.340053,0.000000,1.377039
LINE162,0.257546,-0.854271,0.450167,3.340055,0.585469,1.255316
LINE163,0.000000,3.116661,0.000000,0.000000,0.000000,4.711866
LINE164,0.213419,-0.855916,0.000000,3.340250,0.000000,4.550198
LINE165,0.000000,3.465177,0.000000,1.409657,0.589422,1.254889
LINE166,0.000000,-0.598207,0.464013,3.343125,0.000000,1.586178
LINE167,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE168,0.000000,2.530927,0.000000,3.726461,0.000000,1.872071
LINE169,0.000000,3.090663,0.233572,3.340053,0.000000,-0.500136
LINE170,0.257546,-0.854271,0.450167,3.340055,0.585469,1.255316
LINE171,0.000000,3.361639,0.000000,-0.024932,0.000000,-1.560912
LINE172,0.213419,-0.855916,0.000000,3.323049,0.000000,4.580003
LINE173,0.000000,3.450444,0.000000,1.328711,0.000000,3.414673
LINE174,0.000000,0.002718,0.000000,4.206592,0.589422,1.254889
LINE175,0.000000,-0.592882,0.464013,3.343125,0.000000,1.606816
LINE176,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE177,0.000000,0.317317,0.233572,3.340053,0.000000,1.597676
LINE178,0.257546,-0.854271,0.450167,3.340055,0.000000,-0.669577
LINE179,0.000000,0.726865,0.000000,4.345753,0.585469,1.255316
LINE180,0.000000,4.687457,0.000000,4.687457,0.000000,-1.566719
LINE181,0.213419,-0.855916,0.000000,3.270014,0.000000,4.623703
LINE182,0.000000,3.548108,0.000000,1.265966,0.000000,3.181285
LINE183,0.000000,-0.069549,0.000000,4.128818,0.589422,1.254889
LINE184,0.000000,-1.110679,0.464013,3.343125,0.000000,1.581569
LINE185,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE186,0.257546,-0.854271,0.450167,3.340055,0.000000,-0.705514
LINE187,0.000000,0.725146,0.000000,4.310505,0.585469,1.255316
LINE188,0.000000,0.000000,0.000000,4.687457,0.000000,-1.538175
LINE189,0.213419,-0.855916,0.000000,3.250561,0.000000,4.599657
LINE190,0.000000,2.255310,0.000000,0.185299,0.000000,-0.596323
LINE191,0.000000,3.685114,0.000000,1.390777,0.000000,3.005096
LINE192,0.000000,0.095337,0.000000,4.145092,0.589422,1.254889
LINE193,0.000000,-0.998844,0.464013,3.343125,0.000000,1.583402
LINE194,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE195,0.257546,-0.854271,0.450167,3.340055,0.000000,-1.128843
LINE196,0.000000,0.151150,0.000000,0.565009,0.186481,1.255315
LINE197,0.000000,0.715606,0.000000,4.340287,0.398987,1.255317
LINE198,0.000000,2.653013,0.000000,1.545864,0.000000,-1.569042
LINE199,0.213419,-0.855916,0.000000,3.278398,0.000000,4.606752
LINE200,0.000000,0.633336,0.000000,-0.259325,0.000000,0.447949
LINE201,0.000000,3.599643,0.000000,1.806873,0.000000,4.677736
LINE202,0.000000,0.018219,0.000000,4.223679,0.589422,1.254889
LINE203,0.000000,-0.754221,0.464013,3.343125,0.000000,1.577040
LINE204,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE205,0.257546,-0.854271,0.000000,0.335679,0.000000,1.661375
LINE206,0.000000,-0.186815,0.450167,3.340055,0.000000,4.456580
LINE207,0.000000,1.580751,0.000000,3.181349,0.186481,1.255315
LINE208,0.000000,0.481308,0.000000,-0.546172,0.398987,1.255317
LINE209,0.000000,3.116661,0.000000,-0.024932,0.000000,-1.550837
LINE210,0.213419,-0.855916,0.000000,3.301751,0.000000,4.592246
LINE211,0.000000,3.987947,0.000000,1.583820,0.000000,-1.064438
LINE212,0.000000,0.290758,0.000000,4.415861,0.589422,1.254889
LINE213,0.000000,-0.758954,0.464013,3.343125,0.000000,1.587744
LINE214,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE215,0.257546,-0.854271,0.000000,2.703743,0.000000,4.286074
LINE216,0.000000,-0.543283,0.450167,3.340055,0.000000,4.504121
LINE217,0.000000,-0.025544,0.000000,-1.472204,0.398987,1.255317
LINE218,0.000000,0.000000,0.000000,0.000000,0.000000,-1.570343
LINE219,0.213419,-0.855916,0.000000,3.292215,0.000000,4.594651
LINE220,0.000000,3.915668,0.000000,1.609170,0.000000,-1.273598
LINE221,0.000000,0.875016,0.000000,4.376160,0.589422,1.254889
LINE222,0.000000,-0.622268,0.464013,3.343125,0.000000,1.621630
LINE223,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE224,0.257546,-0.854271,0.000000,1.650795,0.000000,1.623828
LINE225,0.000000,1.392425,0.450167,3.340055,0.000000,4.626672
LINE226,0.000000,-0.503080,0.000000,-1.050798,0.398987,1.255317
LINE227,0.213419,-0.855916,0.000000,3.352813,0.000000,4.580479
LINE228,0.000000,4.084236,0.000000,1.678681,0.000000,-0.964001
LINE229,0.000000,0.742843,0.000000,4.340129,0.589422,1.254889
LINE230,0.000000,-0.667537,0.464013,3.343125,0.000000,1.621940
LINE231,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE232,0.000000,-0.016616,0.450167,3.340055,0.000000,4.660629
LINE233,0.000000,-0.975560,0.000000,-0.975560,0.000000,0.736569
LINE234,0.000000,-0.194728,0.000000,4.554432,0.398987,1.255317
LINE235,0.213419,-0.855916,0.000000,3.450834,0.000000,2.432353
LINE236,0.000000,4.115459,0.000000,1.412717,0.000000,-0.028973
LINE237,0.000000,0.521949,0.000000,4.225312,0.589422,1.254889
LINE238,0.000000,-0.736652,0.464013,3.343125,0.000000,1.629673
LINE239,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE240,0.000000,0.179203,0.450167,3.340055,0.000000,-1.565005
LINE241,0.000000,-0.150932,0.000000,3.443580,0.398987,1.255317
LINE242,0.213419,-0.855916,0.000000,3.441340,0.000000,4.488605
LINE243,0.000000,4.124759,0.000000,1.535930,0.000000,-0.593164
LINE244,0.000000,1.004598,0.000000,4.227382,0.589422,1.254889
LINE245,0.000000,3.808738,0.464013,3.343125,0.000000,1.624380
LINE246,3.337374,-0.857881,169.716635,3.373829,255.618982,1.254377
LINE247,0.000000,3.740556,0.242071,3.340055,0.000000,1.491628
LINE248,0.000000,2.634569,0.208096,3.340055,0.000000,1.497979
LINE249,0.000000,1.890242,0.000000,0.347490,0.398987,1.255317
LINE250,0.213419,-0.855916,0.000000,3.496445,0.000000,4.648772
LINE251,0.000000,3.209066,0.000000,0.939081,0.000000,1.132549
LINE252,0.000000,1.420168,0.000000,4.376368,0.589422,1.254889
LINE253,0.000000,3.850586,0.464013,3.343125,0.000000,1.614486
LINE254,0.195103,-0.859317,0.000000,0.437197,0.000000,2.026639
LINE255,3.142272,-0.857792,169.716635,3.373829,255.618982,1.254377
LINE256,0.000000,0.277031,0.000000,2.442941,0.398987,1.255317
LINE257,0.213419,-0.855916,0.000000,3.386644,0.000000,2.442266
LINE258,0.000000,3.062961,0.000000,0.202757,0.000000,3.128375
LINE259,0.000000,1.533645,0.000000,4.328929,0.589422,1.254889
LINE260,0.000000,2.782697,0.464013,3.343125,0.000000,1.565838
LINE261,0.195103,-0.859317,0.000000,0.408841,0.000000,1.996267
LINE262,3.142272,-0.857792,169.716635,3.373829,255.618982,1.254377
LINE263,0.000000,1.501276,0.000000,3.743082,0.398987,1.255317
LINE264,0.213419,-0.855916,0.000000,3.113365,0.000000,3.617160
LINE265,0.000000,2.939190,0.000000,-0.024395,0.000000,2.377402
LINE266,0.000000,1.654852,0.000000,4.387851,0.589422,1.254889
LINE267,0.000000,-0.009336,0.238393,3.343125,0.000000,2.025952
LINE268,0.000000,2.313864,0.225621,3.343125,0.000000,1.685654
LINE269,0.195103,-0.859317,0.000000,0.387098,0.000000,2.031229
LINE270,0.000000,0.210844,0.000000,3.893693,0.235112,1.252821
LINE271,3.142272,-0.857792,169.716635,3.373829,255.383871,1.254379
LINE272,0.213419,-0.855916,0.000000,2.221096,0.000000,4.485689
LINE273,0.000000,-1.493321,0.000000,-1.493321,0.000000,1.904552
LINE274,0.000000,1.703697,0.000000,4.494433,0.589422,1.254889
LINE275,0.000000,-0.212482,0.238393,3.343125,0.000000,3.665010
LINE276,0.000000,2.196017,0.225621,3.343125,0.000000,2.252836
LINE277,0.195103,-0.859317,0.000000,0.358155,0.000000,1.980736
LINE278,0.000000,0.366023,0.000000,3.729881,0.235112,1.252821
LINE279,3.142272,-0.857792,169.716635,3.373829,255.383871,1.254379
LINE280,0.213419,-0.855916,0.000000,-1.046698,0.000000,1.505927
LINE281,0.000000,1.470302,0.000000,3.577621,0.000000,3.122527
LINE282,0.000000,1.696080,0.000000,-1.415739,0.589422,1.254889
LINE283,0.000000,2.783067,0.225621,3.343125,0.000000,1.618138
LINE284,0.195103,-0.859317,0.000000,0.377649,0.000000,1.962851
LINE285,0.000000,-1.200262,0.000000,3.537879,0.235112,1.252821
LINE286,1.540220,-0.854960,168.166113,3.374041,229.198206,1.254520
LINE287,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE288,0.213419,-0.855916,0.000000,2.678461,0.000000,4.663979
LINE289,0.000000,-0.666782,0.000000,2.892280,0.000000,2.010399
LINE290,0.000000,-0.122786,0.000000,3.476712,0.379851,1.254890
LINE291,0.000000,0.161089,0.000000,4.488411,0.209571,1.254888
LINE292,0.000000,2.868080,0.225621,3.343125,0.000000,4.512076
LINE293,0.195103,-0.859317,0.000000,0.373661,0.000000,1.982503
LINE294,0.000000,-1.129600,0.000000,3.630380,0.235112,1.252821
LINE295,1.540220,-0.854960,168.166113,3.374041,229.198206,1.254520
LINE296,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE297,0.000000,-0.348536,0.000000,-1.465999,0.379851,1.254890
LINE298,0.000000,0.903407,0.000000,4.336155,0.209571,1.254888
LINE299,0.000000,2.814381,0.225621,3.343125,0.000000,4.522745
LINE300,0.195103,-0.859317,0.000000,0.426801,0.000000,2.006105
LINE301,0.000000,4.139920,0.000000,3.467700,0.235112,1.252821
LINE302,1.540220,-0.854960,168.166113,3.374041,229.198206,1.254520
LINE303,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE304,0.000000,1.697410,0.000000,2.578571,0.379851,1.254890
LINE305,0.000000,2.129261,0.000000,4.626750,0.209571,1.254888
LINE306,0.000000,2.099817,0.225621,3.343125,0.000000,-0.831234
LINE307,0.195103,-0.859317,0.000000,0.404296,0.000000,2.043744
LINE308,0.000000,3.923074,0.000000,3.440090,0.235112,1.252821
LINE309,1.540220,-0.854960,168.166113,3.374041,229.198206,1.254520
LINE310,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE311,0.000000,3.290401,0.000000,1.846391,0.379851,1.254890
LINE312,0.000000,1.054789,0.000000,3.110452,0.209571,1.254888
LINE313,0.000000,-1.045910,0.225621,3.343125,0.000000,4.591263
LINE314,0.195103,-0.859317,0.000000,0.406099,0.000000,2.118749
LINE315,0.000000,-0.478674,0.000000,0.022671,0.235112,1.252821
LINE316,0.453609,-0.861683,0.000000,3.278323,0.000000,-1.546195
LINE317,1.086625,-0.852154,168.166113,3.374041,229.198206,1.254520
LINE318,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE319,0.000000,2.922729,0.000000,3.402259,0.379851,1.254890
LINE320,0.000000,3.036646,0.000000,-0.033347,0.209571,1.254888
LINE321,0.195103,-0.859317,0.000000,0.411870,0.000000,2.032872
LINE322,0.000000,-1.484779,0.000000,1.412188,0.235112,1.252821
LINE323,0.453609,-0.861683,0.000000,3.232535,0.000000,-1.537957
LINE324,1.086625,-0.852154,168.166113,3.374041,229.198206,1.254520
LINE325,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE326,0.000000,1.372252,0.000000,2.845989,0.209571,1.254888
LINE327,0.195103,-0.859317,0.000000,0.241235,0.000000,2.403964
LINE328,0.000000,3.735927,0.000000,3.001920,0.235112,1.252821
LINE329,0.453609,-0.861683,0.000000,3.210644,0.000000,-1.538335
LINE330,0.000000,-0.573804,0.000000,0.853239,228.942919,1.254550
LINE331,1.086625,-0.852154,168.166113,3.374041,0.255384,1.226943
LINE332,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE333,0.195103,-0.859317,0.000000,0.258974,0.000000,2.756488
LINE334,0.000000,0.111849,0.000000,-1.557361,0.235112,1.252821
LINE335,0.453609,-0.861683,0.000000,3.230336,0.000000,-1.540527
LINE336,0.000000,0.935635,0.000000,3.373591,228.942919,1.254550
LINE337,0.000000,0.044767,0.237914,3.358170,0.000000,1.698483
LINE338,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE339,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE340,0.195103,-0.859317,0.000000,0.273587,0.000000,2.830482
LINE341,0.000000,3.847197,0.000000,3.847197,0.235112,1.252821
LINE342,0.220324,-0.861684,0.000000,1.517329,0.000000,1.295465
LINE343,0.233285,-0.861683,0.000000,3.244879,0.000000,-1.531731
LINE344,0.000000,0.043932,0.237914,3.358170,0.000000,1.701382
LINE345,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE346,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE347,0.195103,-0.859317,0.000000,0.137300,0.000000,2.505072
LINE348,0.220324,-0.861684,0.000000,-1.433292,0.000000,-1.451685
LINE349,0.233285,-0.861683,0.000000,3.533249,0.000000,4.710892
LINE350,0.000000,-0.011398,0.237914,3.358170,0.000000,1.796587
LINE351,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE352,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE353,0.195103,-0.859317,0.000000,0.698982,0.000000,3.995981
LINE354,0.233285,-0.861683,0.000000,3.347843,0.000000,4.682047
LINE355,0.000000,0.145411,0.237914,3.358170,0.000000,1.711219
LINE356,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE357,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE358,0.195103,-0.859317,0.000000,1.395734,0.000000,4.003959
LINE359,0.233285,-0.861683,0.000000,3.823544,0.000000,4.709227
LINE360,0.000000,0.332868,0.237914,3.358170,0.000000,4.552213
LINE361,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE362,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE363,0.195103,-0.859317,0.000000,3.440145,0.000000,4.314483
LINE364,0.233285,-0.861683,0.000000,3.830420,0.000000,4.681918
LINE365,0.000000,0.890307,0.237914,3.358170,0.000000,4.691509
LINE366,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE367,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE368,0.195103,-0.859317,0.000000,3.266701,0.000000,1.999444
LINE369,0.233285,-0.861683,0.000000,3.525361,0.000000,-1.517350
LINE370,0.000000,1.695098,0.237914,3.358170,0.000000,1.664086
LINE371,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE372,1.602064,-0.860515,1.550933,3.350908,26.185687,1.253144
LINE373,0.195103,-0.859317,0.000000,0.726617,0.000000,4.684467
LINE374,0.233285,-0.861683,0.000000,3.597201,0.000000,4.618932
LINE375,0.000000,0.915644,0.237914,3.358170,0.000000,4.607084
LINE376,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE377,1.602064,-0.860515,1.550933,3.350908,1.477112,1.252562
LINE378,0.000000,2.185261,0.000000,-1.493525,24.708575,1.253179
LINE379,0.195103,-0.859317,0.000000,0.358143,0.000000,4.635801
LINE380,0.233285,-0.861683,0.000000,0.835688,0.000000,-1.184599
LINE381,0.000000,0.719903,0.237914,3.358170,0.000000,-1.559601
LINE382,1.086625,-0.852154,167.928230,3.374063,0.255384,1.226943
LINE383,1.602064,-0.860515,1.550933,3.350908,1.477112,1.252562
LINE384,0.000000,3.062628,0.000000,-1.186126,24.708575,1.253179
